zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
1260,00040,MOA,M,M,1,1,2,Positionsnettobetrag
1250,,SG27,C,D,99,1,2,Gesamtzu- oder abschlagsbetrag
1260,00041,MOA,M,M,1,1,2,Gesamtzu- oder abschlagsbetrag
1330,,SG29,C,D,25,1,2,Preis
1340,00042,PRI,M,M,1,1,2,Preis
1550,,SG34,C,R,99,1,2,Steuersatz (Position)
1560,00043,TAX,M,M,1,1,2,Umsatzsteuer der Position
1720,,SG39,C,D,30,2,2,Abschlag
1730,00044,ALC,M,M,1,1,2,Abschlag
1800,,SG41,C,R,1,1,3,Prozentangabe des Abschlags
1810,00045,PCD,M,M,1,1,3,Prozentangabe des Abschlags
1830,,SG42,C,D,2,1,3,Bemessungsgrundlage des Gemeinderabatts
1840,00046,MOA,M,M,1,1,3,Bemessungsgrundlage des Gemeinderabatts
1830,,SG42,C,D,2,1,3,Gemeinderabatt der Position
1840,00047,MOA,M,M,1,1,3,Gemeinderabatt der Position
1720,,SG39,C,D,30,3,2,Zuschlag
1730,00048,ALC,M,M,1,1,2,Zuschlag
1800,,SG41,C,R,1,1,3,Prozentangabe des Zuschlags
1810,00049,PCD,M,M,1,1,3,Prozentangabe des Zuschlags
2180,00050,UNS,M,M,1,1,0,Abschnitts-Kontrollsegment
2200,,SG50,M,R,100,1,1,Rechnungsbetrag (inkl. USt.)
2210,00051,MOA,M,M,1,1,1,Rechnungsbetrag
2200,,SG50,M,D,100,20,1,Vorausbezahlter Betrag (inkl. USt.)
2210,00052,MOA,M,M,1,1,1,Vorausbezahlter Betrag
2220,,SG51,C,D,1,1,2,Referenz auf Vorgängerrechnung
2230,00053,RFF,M,R,1,1,2,Referenz auf Vorgängerrechnung
2240,00054,DTM,C,R,5,1,3,Datum der Vorgängerrechnung
2200,,SG50,M,D,100,1,1,Gemeinderabatt
2210,00055,MOA,M,M,1,1,1,Gemeinderabatt
2200,,SG50,M,R,100,1,1,Fälliger Betrag (inkl. USt.)
2210,00056,MOA,M,M,1,1,1,Fälliger Betrag
2250,,SG52,C,R,10,10,1,Steuerangaben u. -mengen (Summen)
2260,00057,TAX,M,M,1,1,1,Umsatzsteuer der Rechnung
2270,00058,MOA,C,D,9,1,2,Vorausbezahlter Betrag (steuersatzbezogen)
2270,00059,MOA,C,D,9,1,2,Vorausbezahlte Steuern (steuersatzbezogen)
2270,00060,MOA,C,R,9,1,2,Besteuerungsgrundlage (steuersatzbezogen)
2270,00061,MOA,C,R,9,1,2,Steuerbetrag (steuersatzbezogen)
2330,00062,UNT,M,M,1,1,0,Nachrichtenende
