zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
0510,00073,CCI,M,M,1,1,3,Zuordnung Konzessionsabgabe
0520,00074,CAV,C,R,99,1,4,Konzessionsabgabe
0410,,SG8,C,D,99999,1,2,Gemeinderabatt
0420,00075,SEQ,M,M,1,1,2,Gemeinderabatt
0450,,SG9,C,M,99,1,3,Gemeinderabatt
0460,00076,QTY,M,M,1,1,3,Gemeinderabatt
0410,,SG8,C,D,99999,99999,2,Daten der Messlokation
0420,00077,SEQ,M,M,1,1,2,Daten der Messlokation
0430,00078,RFF,C,D,9,1,3,Referenz auf die ID der Messlokation
0500,,SG10,C,D,99,1,3,Zugeordnete Marktpartner
0510,00079,CCI,M,M,1,1,3,Zugeordnete Marktpartner
0520,00080,CAV,C,R,99,1,4,Messstellenbetreiber
0520,00081,CAV,C,R,99,1,4,Grundzuständiger Messstellenbetreiber
0520,00082,CAV,C,D,99,1,4,Messstellenbetreiber Alt
0500,,SG10,C,D,99,1,3,Gasqualität
0510,00083,CCI,M,M,1,1,3,Gasqualität
0520,00084,CAV,C,R,99,1,4,Gasqualität
0500,,SG10,C,D,99,1,3,Betriebszustand der Messlokation
0510,00085,CCI,M,M,1,1,3,Betriebszustand der Messlokation
0410,,SG8,C,D,99999,99999,2,Erforderliches Messprodukt der Messlokation
0420,00086,SEQ,M,M,1,1,2,Erforderliches Messprodukt der Messlokation
0440,00087,PIA,C,R,9,1,3,Erforderliches Messprodukt der Messlokation
0410,,SG8,C,D,99999,99999,2,Zähleinrichtungsdaten
0420,00088,SEQ,M,M,1,1,2,Zähleinrichtungsdaten
0430,00089,RFF,C,D,9,1,3,Referenz auf die ID einer Messlokation
0500,,SG10,C,D,99,1,3,Zähleinrichtung
0510,00090,CCI,M,M,1,1,3,Zählertyp
0520,00091,CAV,C,D,99,1,4,Zählertyp
0520,00092,CAV,C,D,99,1,4,Zählergröße
0520,00093,CAV,C,R,99,1,4,Identifikation / Nummer des Gerätes
0520,00094,CAV,C,D,99,1,4,Art der Volumenerfassung
0500,,SG10,C,D,99,1,3,Befestigungsart
0510,00095,CCI,M,M,1,1,3,Befestigungsart Zähleinrichtung
0520,00096,CAV,C,R,99,1,4,Befestigungsart Zähleinrichtung
0500,,SG10,C,D,99,1,3,Messwerterfassung an der Zähleinrichtung
0510,00097,CCI,M,M,1,1,3,Messwerterfassung an der Zähleinrichtung
0520,00098,CAV,C,R,99,1,4,Messwerterfassung an der Zähleinrichtung
0410,,SG8,C,D,99999,99999,2,Messdatenregistriergerätedaten
0420,00099,SEQ,M,M,1,1,2,Messdatenregistriergerätedaten
0430,00100,RFF,C,D,9,9,3,Referenz auf die ID einer Messlokation
0500,,SG10,C,R,99,1,3,Messdatenregistriergerät
0510,00101,CCI,M,M,1,1,3,Messdatenregistriergerät
0520,00102,CAV,C,R,99,1,4,Identifikation / Nummer des Gerätes
0520,00103,CAV,C,D,99,1,4,Art der Volumenerfassung
0410,,SG8,C,D,99999,99999,2,Mengenumwerterdaten
0420,00104,SEQ,M,M,1,1,2,Mengenumwerterdaten
0430,00105,RFF,C,D,9,9,3,Referenz auf die Gerätenummer
0500,,SG10,C,D,99,1,3,Mengenumwerter
0510,00106,CCI,M,M,1,1,3,Mengenumwerter
0520,00107,CAV,C,R,99,1,4,Identifikation / Nummer des Gerätes
0520,00108,CAV,C,D,99,1,4,Mengenumwertertyp
0520,00109,CAV,C,D,99,2,4,Art der Volumenerfassung
0410,,SG8,C,D,99999,99999,2,OBIS-Daten der Zähleinrichtung / Mengenumwerter
0420,00110,SEQ,M,M,1,1,2,OBIS-Daten der Zähleinrichtung / Mengenumwerter
0430,00111,RFF,C,D,9,1,3,Referenz auf die Gerätenummer
0430,00112,RFF,C,D,9,1,3,Referenz auf die ID einer Messlokation
0440,00113,PIA,C,R,9,1,3,OBIS-Kennzahl der Zähleinrichtung / Mengenumwerter
0500,,SG10,C,D,99,1,3,Wertegranularität
0510,00114,CCI,M,M,1,1,3,Wertegranularität
0520,00115,CAV,C,R,99,1,4,Wertegranularität
0500,,SG10,C,D,99,1,3,Vor- und Nachkommastellen des Zählwerks
0510,00116,CCI,M,M,1,1,3,Vor- und Nachkommastellen des Zählwerks
0520,00117,CAV,C,R,99,1,4,Vor- und Nachkommastellen des Zählwerks
0500,,SG10,C,D,99,1,3,Bezeichnung des Zählwerks auf dem Gerät
0510,00118,CCI,M,M,1,1,3,Bezeichnung des Zählwerks auf dem Gerät
0410,,SG8,C,D,99999,99999,2,Kommunikationseinrichtungsdaten
0420,00119,SEQ,M,M,1,1,2,Kommunikationseinrichtungsdaten
0430,00120,RFF,C,D,9,9,3,Referenz auf die Gerätenummer
0500,,SG10,C,D,99,1,3,Kommunikationseinrichtung
0510,00121,CCI,M,M,1,1,3,Kommunikationseinrichtung
0520,00122,CAV,C,R,99,1,4,Identifikation / Nummer des Gerätes
0520,00123,CAV,C,D,99,1,4,Kommunikationseinrichtungstyp
0410,,SG8,C,D,99999,99999,2,Smartmeter-Gateway
0420,00124,SEQ,M,M,1,1,2,Smartmeter-Gateway
0500,,SG10,C,R,99,1,3,Smartmeter-Gateway
0510,00125,CCI,M,M,1,1,3,Smartmeter-Gateway
0520,00126,CAV,C,R,99,1,4,Identifikation / Nummer des Gerätes
0410,,SG8,C,D,99999,1,2,Lastprofildaten
0420,00127,SEQ,M,M,1,1,2,Lastprofildaten
0500,,SG10,C,R,99,1,3,Lastprofil
0510,00128,CCI,M,M,1,1,3,Lastprofil
0520,00129,CAV,C,R,99,1,4,Lastprofil
0500,,SG10,C,D,99,1,3,Klimazone / Temperaturmessstelle
0510,00130,CCI,M,M,1,1,3,Klimazone / Temperaturmessstelle
0410,,SG8,C,D,99999,1,2,Daten der Deklarationsliste
0420,00131,SEQ,M,M,1,1,2,Daten der Deklarationsliste
0500,,SG10,C,R,99,1,3,Bilanzkreis
0510,00132,CCI,M,M,1,1,3,Bilanzkreis
0500,,SG10,C,R,99,1,3,Fallgruppenzuordnung
0510,00133,CCI,M,M,1,1,3,Fallgruppenzuordnung
0570,,SG12,C,D,99,1,2,Kunde des Lieferanten
0580,00134,NAD,M,M,1,1,2,Kunde des Lieferanten
0590,00135,RFF,C,D,9,1,3,Kundennummer beim Lieferanten
0590,00136,RFF,C,D,9,1,3,Kundennummer beim Altlieferant
0570,,SG12,C,D,99,99,2,Korrespondenzanschrift des Kunden des Lieferanten
0580,00137,NAD,M,M,1,1,2,Korrespondenzanschrift des Kunden des Lieferanten
0570,,SG12,C,D,99,1,2,Kunde des Messstellenbetreibers
0580,00138,NAD,M,M,1,1,2,Kunde des Messstellenbetreibers
0570,,SG12,C,D,99,1,2,"Korrespondenzanschrift des Kunden des
Messstellenbetreibers"
0580,00139,NAD,M,M,1,1,2,"Korrespondenzanschrift des Kunden des
Messstellenbetreibers"
0570,,SG12,C,D,99,1,2,Kunde des Netzbetreibers
0580,00140,NAD,M,M,1,1,2,Kunde des Netzbetreibers
0570,,SG12,C,D,99,1,2,Korrespondenzanschrift des Kunden des Netzbetreibers
0580,00141,NAD,M,M,1,1,2,Korrespondenzanschrift des Kunde des Netzbetreibers
0570,,SG12,C,D,99,1,2,Netzanschlusseigentümer
0580,00142,NAD,M,M,1,1,2,Netzanschlusseigentümer
0570,,SG12,C,D,99,1,2,Hausverwalter
0580,00143,NAD,M,M,1,1,2,Hausverwalter
0570,,SG12,C,D,99,99,2,Beteiligter Marktpartner MP-ID
0580,00144,NAD,M,M,1,1,2,Beteiligter Marktpartner MP-ID
0570,,SG12,C,D,99,1,2,Marktlokationsanschrift
0580,00145,NAD,M,M,1,1,2,Marktlokationsanschrift
0570,,SG12,C,D,99,1,2,Messlokationsadresse
0580,00146,NAD,M,M,1,1,2,Messlokationsadresse
0570,,SG12,C,D,99,9,2,Name und Adresse für die Ablesekarte
0580,00147,NAD,M,M,1,1,2,Name und Adresse für die Ablesekarte
0590,00148,RFF,C,D,9,9,3,Referenz auf die ID einer Messlokation
0670,00149,UNT,M,M,1,1,0,Nachrichten-Endesegment
