zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
0740,00079,NAD,M,M,1,1,3,"Ansprechpartner zum Gegenvorschlag bzw. zur
Korrekturanforderung"
0750,,SG18,C,R,9,1,4,Ansprechpartner
0760,00080,CTA,M,M,1,1,4,Ansprechpartner
0770,00081,COM,C,R,9,4,5,Kommunikationsverbindung
1040,,SG25,C,D,9999,1,3,Sendungspositionseinzelheiten
1050,00082,GID,M,M,1,1,3,Sendungspositionseinzelheiten
1090,00083,FTX,C,R,9,1,4,Freier Text
0600,,SG15,M,D,99,1,2,Status des Gegenvorschlags der Ausfallarbeit
0610,00084,STS,M,M,1,1,2,Status des Gegenvorschlags der Ausfallarbeit
0620,00085,RFF,C,R,999,1,3,Prüfidentifikator
0620,00086,RFF,C,R,999,1,3,Referenzangaben
0730,,SG17,C,D,9,1,3,"Ansprechpartner, der den Gegenvorschlag ablehnt"
0740,00087,NAD,M,M,1,1,3,"Ansprechpartner, der den Gegenvorschlag ablehnt"
0750,,SG18,C,R,9,1,4,Ansprechpartner
0760,00088,CTA,M,M,1,1,4,Ansprechpartner
0770,00089,COM,C,R,9,4,5,Kommunikationsverbindung
1040,,SG25,C,D,9999,1,3,Sendungspositionseinzelheiten
1050,00090,GID,M,M,1,1,3,Sendungspositionseinzelheiten
1090,00091,FTX,C,R,9,1,4,Freier Text
0600,,SG15,M,D,99,1,2,Status des Gegenvorschlags des Fahrplananteils
0610,00092,STS,M,M,1,1,2,Status des Gegenvorschlags des Fahrplananteils
0620,00093,RFF,C,R,999,1,3,Prüfidentifikator
0620,00094,RFF,C,R,999,1,3,Referenzangaben
0730,,SG17,C,D,9,1,3,"Ansprechpartner, der den Gegenvorschlag ablehnt"
0740,00095,NAD,M,M,1,1,3,"Ansprechpartner, der den Gegenvorschlag ablehnt"
0750,,SG18,C,R,9,1,4,Ansprechpartner
0760,00096,CTA,M,M,1,1,4,Ansprechpartner
0770,00097,COM,C,R,9,4,5,Kommunikationsverbindung
1040,,SG25,C,D,9999,1,3,Sendungspositionseinzelheiten
1050,00098,GID,M,M,1,1,3,Sendungspositionseinzelheiten
1090,00099,FTX,C,R,9,1,4,Freier Text
0600,,SG15,M,D,99,1,2,Auftragstatus Sperren
0610,00100,STS,M,M,1,1,2,Auftragstatus Sperren
0620,00101,RFF,C,R,999,1,3,Prüfidentifikator
0630,00102,DTM,C,D,9,1,3,Datum/Uhrzeit/Zeitspanne
1040,,SG25,C,D,9999,1,3,Sendungspositionseinzelheiten
1050,00103,GID,M,M,1,1,3,Sendungspositionseinzelheiten
1090,00104,FTX,C,R,9,1,4,Freier Text
0600,,SG15,M,D,99,1,2,Auftragstatus Entsperren
0610,00105,STS,M,M,1,1,2,Auftragstatus Entsperren
0620,00106,RFF,C,R,999,1,3,Prüfidentifikator
0630,00107,DTM,C,D,9,1,3,Datum/Uhrzeit/Zeitspanne
1040,,SG25,C,D,9999,1,3,Sendungspositionseinzelheiten
1050,00108,GID,M,M,1,1,3,Sendungspositionseinzelheiten
1090,00109,FTX,C,R,9,1,4,Freier Text
0600,,SG15,M,D,99,1,2,Information über Entsperrauftrag
0610,00110,STS,M,M,1,1,2,Information über Entsperrauftrag
0620,00111,RFF,C,R,999,1,3,Prüfidentifikator
0630,00112,DTM,C,D,9,1,3,Datum/Uhrzeit/Zeitspanne
1250,00113,UNT,M,M,1,1,0,Nachrichten-Endesegment
