zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
1370,00077,PRI,M,M,1,1,2,Preisangaben
1060,,SG27,M,D,200000,1,1,Erforderliches Produkt Schaltzeitdefinitionen
1070,00078,LIN,M,M,1,1,1,Erforderliches Produkt Schaltzeitdefinitionen
1080,00079,PIA,C,R,25,1,2,Erforderliches Produkt Schaltzeitdefinitionen
1080,00080,PIA,C,R,25,3,2,Artikel-ID
1230,,SG28,C,R,999,1,2,Zugeordnete Schaltzeitdefinition
1240,00081,CCI,M,M,1,1,2,Zugeordnete Schaltzeitdefinition
1060,,SG27,M,D,200000,1,1,Erforderliches Produkt Leistungskurvendefinitionen
1070,00082,LIN,M,M,1,1,1,Erforderliches Produkt Leistungskurvendefinitionen
1080,00083,PIA,C,R,25,1,2,Erforderliches Produkt Leistungskurvendefinitionen
1080,00084,PIA,C,R,25,3,2,Artikel-ID
1230,,SG28,C,R,999,1,2,Zugeordnete Leistungskurvendefinitionen
1240,00085,CCI,M,M,1,1,2,Zugeordnete Leistungskurvendefinition
1060,,SG27,M,D,200000,1,1,Erforderliches Produkt Ad-hoc-Steuerkanal
1070,00086,LIN,M,M,1,1,1,Erforderliches Produkt Ad-hoc-Steuerkanal
1080,00087,PIA,C,R,25,1,2,Erforderliches Produkt Ad-hoc-Steuerkanal
1080,00088,PIA,C,R,25,3,2,Artikel-ID
1060,,SG27,M,D,200000,1,1,"Erforderliches Messprodukt für Werte nach Typ 2 aus
Backend"
1070,00089,LIN,M,M,1,1,1,"Erforderliches Messprodukt für Werte nach Typ 2 aus
Backend"
1080,00090,PIA,C,R,25,1,2,"Erforderliches Messprodukt für Werte nach Typ 2 aus
Backend"
1080,00091,PIA,C,R,25,3,2,Artikel-ID
1060,,SG27,M,D,200000,1,1,"Erforderliches Produkt Konfigurationserlaubnis für
Werte nach Typ 2 aus SMGW"
1070,00092,LIN,M,M,1,1,1,"Erforderliches Produkt Konfigurationserlaubnis für Werte
nach Typ 2 aus SMGW"
1080,00093,PIA,C,R,25,1,2,"Erforderliches Produkt Konfigurationserlaubnis für Werte
nach Typ 2 aus SMGW"
1080,00094,PIA,C,R,25,3,2,Artikel-ID
1230,,SG28,C,R,999,1,2,Änderungsmöglichkeit der Konfiguration im SMGW
1240,00095,CCI,M,M,1,1,2,Änderungsmöglichkeit der Konfiguration im SMGW
1230,,SG28,C,D,999,999,2,Schwellwerte
1240,00096,CCI,M,M,1,1,2,Schwellwerte
2270,00097,UNS,M,M,1,1,0,Abschnitts-Kontrollsegment
2280,00098,MOA,C,D,15,1,1,Summenbetrag (netto)
2340,00099,UNT,M,M,1,1,0,Nachrichten-Endesegment
