zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
0420,00073,SEQ,M,M,1,1,2,Referenz auf die Lokationsbündelstruktur
0430,00074,RFF,C,R,9,1,3,Referenz auf die Lokationsbündelstruktur
0410,,SG8,C,D,99999,99999,2,"Zuordnung Lokation zum Objektcode des
Lokationsbündels"
0420,00075,SEQ,M,M,1,1,2,"Zuordnung Lokation zum Objektcode des
Lokationsbündels"
0430,00076,RFF,C,R,9,1,3,"Referenz auf die ID der Netzlokation / Marktlokation /
Messlokation / Technischen Ressource"
0430,00077,RFF,C,R,9,1,3,"Referenz auf den Objektcode in der
Lokationsbündelstruktur"
0430,00078,RFF,C,D,9,9,3,"Referenz auf die ID der vorgelagerten Netzlokation /
Messlokation "
0430,00079,RFF,C,D,9,2,3,"Referenz auf die der Technischen Ressource
zugeordneten Marktlokation "
0410,,SG8,C,D,99999,99999,2,Bestandteil eines Produktpakets
0420,00080,SEQ,M,M,1,1,2,Bestandteil eines Produktpakets
0440,00081,PIA,C,R,9,1,3,Erforderliches Produkt
0500,,SG10,C,R,99,99,3,Produkteigenschaft 
0510,00082,CCI,M,R,1,1,3,Produkteigenschaft
0520,00083,CAV,C,D,99,1,4,Code der Produkteigenschaft
0520,00084,CAV,C,D,99,1,4,Wertedetails zum Produkt
0410,,SG8,C,D,99999,5,2,Priorisierung erforderliches Produktpaket
0420,00085,SEQ,M,M,1,1,2,Priorisierung erforderliches Produktpaket
0500,,SG10,C,R,99,99,3,Priorisierung erforderliches Produktpaket
0510,00086,CCI,M,R,1,1,3,Umsetzungsgradvorgabe des Produktpakets
0520,00087,CAV,C,D,99,1,4,Priorisierung erforderliches Produktpaket
0410,,SG8,C,D,99999,99999,2,Daten der Netzlokation
0420,00088,SEQ,M,M,1,1,2,Daten der Netzlokation
0430,00089,RFF,C,R,9,1,3,Referenz auf die ID der Netzlokation
0500,,SG10,C,D,99,1,3,Steuerkanal
0510,00090,CCI,M,M,1,1,3,Steuerkanal
0500,,SG10,C,D,99,1,3,Zugeordnete Marktpartner
0510,00091,CCI,M,M,1,1,3,Zugeordnete Marktpartner
0520,00092,CAV,C,R,99,1,4,Messstellenbetreiber
0410,,SG8,C,D,99999,1,2,Abrechnungsdaten der Netzlokation
0420,00093,SEQ,M,M,1,1,2,Abrechnungsdaten der Netzlokation
0440,00094,PIA,C,D,9,1,3,Artikel-ID
0500,,SG10,C,D,99,1,3,Abrechnung Blindarbeit
0510,00095,CCI,M,M,1,1,3,Abrechnung Blindarbeit
0520,00096,CAV,C,D,99,1,4,Zahler der Blindarbeit
0500,,SG10,C,D,99,1,3,Zahlung der Blindarbeit durch Lieferanten
0510,00097,CCI,M,M,1,1,3,Zahlung der Blindarbeit durch Lieferanten
0410,,SG8,C,D,99999,99999,2,OBIS-Daten der Netzlokation
0420,00098,SEQ,M,M,1,1,2,OBIS-Daten der Netzlokation
0430,00099,RFF,C,R,9,1,3,Referenz auf die ID der Netzlokation
0440,00100,PIA,C,R,9,1,3,OBIS-Kennzahl der Netzlokation
0500,,SG10,C,D,99,1,3,Produkt-Daten für Netzbetreiber relevant
0510,00101,CCI,M,M,1,1,3,Produkt-Daten für Netzbetreiber relevant
0520,00102,CAV,C,R,99,1,4,Verwendungszweck der Werte
0500,,SG10,C,D,99,1,3,Produkt-Daten für Lieferant relevant
0510,00103,CCI,M,M,1,1,3,Produkt-Daten für Lieferant relevant
0520,00104,CAV,C,R,99,2,4,Verwendungszweck der Werte
0410,,SG8,C,D,99999,99999,2,Produkt-Daten der Netzlokation
0420,00105,SEQ,M,M,1,1,2,Produkt-Daten der Netzlokation
0430,00106,RFF,C,R,9,1,3,Referenz auf die ID der Netzlokation
0440,00107,PIA,C,D,9,1,3,Produkt-Daten der Netzlokation
0500,,SG10,C,D,99,1,3,Details zum Produkt der Netzlokation
0510,00108,CCI,M,M,1,1,3,Details zum Produkt der Netzlokation
0500,,SG10,C,D,99,1,3,Zugeordnete Leistungskurvendefinition
0510,00109,CCI,M,M,1,1,3,Zugeordnete Leistungskurvendefinition
0500,,SG10,C,R,99,1,3,Auftraggebender Marktpartner
0510,00110,CCI,M,M,1,1,3,Auftraggebender Marktpartner
0520,00111,CAV,C,D,99,1,4,Auftraggebender Marktpartner
0500,,SG10,C,D,99,2,3,Produkt-Daten für Marktrolle relevant
0510,00112,CCI,M,M,1,1,3,Produkt-Daten für Marktrolle relevant
0410,,SG8,C,D,99999,99999,2,Daten der Marktlokation
0420,00113,SEQ,M,M,1,1,2,Daten der Marktlokation
0430,00114,RFF,C,D,9,1,3,Referenz auf die ID der Marktlokation
0450,,SG9,C,D,99,1,3,"Arbeit / Leistung für tagesparameterabhängige
Marktlokation"
0460,00115,QTY,M,M,1,1,3,"Arbeit / Leistung für tagesparameterabhängige
Marktlokation"
0450,,SG9,C,D,99,1,3,Veranschlagte Jahresmenge gesamt
0460,00116,QTY,M,M,1,1,3,Veranschlagte Jahresmenge gesamt
0450,,SG9,C,D,99,1,3,Tatsächlich bilanzierte Energiemenge
0460,00117,QTY,M,M,1,1,3,Tatsächlich bilanzierte Energiemenge
0450,,SG9,C,D,99,1,3,Tatsächlich bilanzierte Ausfallarbeit
0460,00118,QTY,M,M,1,1,3,Tatsächlich bilanzierte Ausfallarbeit
0450,,SG9,C,D,99,1,3,Vorjahresverbrauch vom Lieferant
0460,00119,QTY,M,M,1,1,3,Vorjahresverbrauch vom Lieferant
0500,,SG10,C,D,99,1,3,Lieferrichtung
0510,00120,CCI,M,M,1,1,3,Lieferrichtung
0500,,SG10,C,D,99,1,3,Zugeordnete Marktpartner
0510,00121,CCI,M,M,1,1,3,Zugeordnete Marktpartner
0520,00122,CAV,C,D,99,1,4,Lieferant
0520,00123,CAV,C,D,99,1,4,Übertragungsnetzbetreiber
0520,00124,CAV,C,D,99,1,4,Messstellenbetreiber
0500,,SG10,C,D,99,1,3,Regelzone
0510,00125,CCI,M,M,1,1,3,Regelzone
0500,,SG10,C,D,99,1,3,Bilanzkreis
0510,00126,CCI,M,M,1,1,3,Bilanzkreis
0500,,SG10,C,D,99,1,3,Bilanzierungsgebiet
0510,00127,CCI,M,M,1,1,3,Bilanzierungsgebiet
0500,,SG10,C,D,99,1,3,"Verbrauchsaufteilung für temperaturabhängige
Marktlokation"
0510,00128,CCI,M,M,1,1,3,"Verbrauchsaufteilung für temperaturabhängige
Marktlokation"
0520,00129,CAV,C,R,99,1,4,"Verbrauchsaufteilung für temperaturabhängige
Marktlokation"
0500,,SG10,C,D,99,2,3,Zeitreihentyp
0510,00130,CCI,M,M,1,1,3,Zeitreihentyp
0520,00131,CAV,C,R,99,1,4,Zeitreihentyp
0500,,SG10,C,D,99,1,3,Spannungsebene der Marktlokation
0510,00132,CCI,M,M,1,1,3,Spannungsebene der Marktlokation
0520,00133,CAV,C,R,99,1,4,Spannungsebene der Marktlokation
0520,00134,CAV,C,D,99,1,4,Umspannung der Marktlokation
0500,,SG10,C,D,99,1,3,Messtechnische Einordnung der Marktlokation
0510,00135,CCI,M,M,1,1,3,Messtechnische Einordnung der Marktlokation
0520,00136,CAV,C,R,99,1,4,Messtechnische Einordnung der Marktlokation
0500,,SG10,C,D,99,1,3,Aggregationsverantwortung in MaBiS
0510,00137,CCI,M,M,1,1,3,Aggregationsverantwortung in MaBiS
0500,,SG10,C,D,99,1,3,"Bereits ausgetauschte Aggregationsverantwortung in
MaBiS"
0510,00138,CCI,M,M,1,1,3,"Bereits ausgetauschte Aggregationsverantwortung in
MaBiS"
0500,,SG10,C,D,99,1,3,Prognosegrundlage der Marktlokation
0510,00139,CCI,M,M,1,1,3,Prognosegrundlage der Marktlokation
0520,00140,CAV,C,D,99,2,4,Details der Prognosegrundlage
0500,,SG10,C,D,99,1,3,Wahlrecht der Prognosegrundlage der Marktlokation
0510,00141,CCI,M,M,1,1,3,Wahlrecht der Prognosegrundlage der Marktlokation
0520,00142,CAV,C,R,99,1,4,Wahlrecht der Prognosegrundlage der Marktlokation
0520,00143,CAV,C,D,99,4,4,"Grund für nicht vorhandenes Wahlrecht der
Prognosegrundlage der Marktlokation"
0500,,SG10,C,D,99,1,3,Art der erzeugenden Marktlokation
0510,00144,CCI,M,M,1,1,3,Art der erzeugenden Marktlokation
0520,00145,CAV,C,R,99,1,4,Art der erzeugenden Marktlokation 
0500,,SG10,C,D,99,1,3,Gruppenzuordnung (nach EnWG) 
0510,00146,CCI,M,M,1,1,3,Gruppenzuordnung (nach EnWG) 
0500,,SG10,C,D,99,1,3,Netznutzung
0510,00147,CCI,M,M,1,1,3,Netznutzung
0520,00148,CAV,C,R,99,1,4,Netznutzungsvertrag
0520,00149,CAV,C,D,99,1,4,Zahlung der Netznutzung
0520,00150,CAV,C,D,99,1,4,Grundlage der Lieferscheinprüfung
0500,,SG10,C,D,99,1,3,Empfänger der Vergütung zur Einspeisung
0510,00151,CCI,M,M,1,1,3,Empfänger der Vergütung zur Einspeisung
0520,00152,CAV,C,R,99,1,4,Empfänger der Vergütung zur Einspeisung
0500,,SG10,C,D,99,1,3,Veräußerungsform der erzeugenden Marktlokation
0510,00153,CCI,M,M,1,1,3,Veräußerungsungsform der erzeugenden Marktlokation
0500,,SG10,C,D,99,1,3,Land der Förderung
0510,00154,CCI,M,M,1,1,3,Land der Förderung
0500,,SG10,C,D,99,1,3,Status der Fernsteuerbarkeit
0510,00155,CCI,M,M,1,1,3,Status der Fernsteuerbarkeit
0500,,SG10,C,D,99,1,3,Versorgungsart der Marktlokation
0510,00156,CCI,M,M,1,1,3,Versorgungsart der Marktlokation
0500,,SG10,C,D,99,1,3,Betriebszustand der Marktlokation
0510,00157,CCI,M,M,1,1,3,Betriebszustand der Marktlokation
0500,,SG10,C,D,99,1,3,Abwicklungsmodell
0510,00158,CCI,M,M,1,1,3,Abwicklungsmodell
0410,,SG8,C,D,99999,1,2,Daten der Marktlokation der beteiligten Marktrolle
0420,00159,SEQ,M,M,1,1,2,Daten der Marktlokation der beteiligten Marktrolle
0430,00160,RFF,C,R,9,1,3,Referenz auf die ID der Marktlokation
0450,,SG9,C,D,99,1,3,Veranschlagte Jahresmenge gesamt
0460,00161,QTY,M,M,1,1,3,Veranschlagte Jahresmenge gesamt
0450,,SG9,C,D,99,1,3,Tatsächlich bilanzierte Energiemenge
0460,00162,QTY,M,M,1,1,3,Tatsächlich bilanzierte Energiemenge
0500,,SG10,C,D,99,1,3,Regelzone
0510,00163,CCI,M,M,1,1,3,Regelzone
0500,,SG10,C,D,99,1,3,Bilanzkreis
0510,00164,CCI,M,M,1,1,3,Bilanzkreis
0500,,SG10,C,D,99,1,3,Bilanzierungsgebiet
0510,00165,CCI,M,M,1,1,3,Bilanzierungsgebiet
0500,,SG10,C,D,99,2,3,Zeitreihentyp
0510,00166,CCI,M,M,1,1,3,Zeitreihentyp
0520,00167,CAV,C,R,99,1,4,Zeitreihentyp
0500,,SG10,C,D,99,1,3,Aggregationsverantwortung in MaBiS
0510,00168,CCI,M,M,1,1,3,Aggregationsverantwortung in MaBiS
0500,,SG10,C,D,99,1,3,Prognosegrundlage der Marktlokation
0510,00169,CCI,M,M,1,1,3,Prognosegrundlage der Marktlokation
0520,00170,CAV,C,D,99,2,4,Details der Prognosegrundlage
0410,,SG8,C,D,99999,99999,2,Netznutzungsabrechnungsdaten der Marktlokation
0420,00171,SEQ,M,M,1,1,2,Netznutzungsabrechnungsdaten der Marktlokation
0440,00172,PIA,C,D,9,1,3,Gruppenartikel-ID / Artikel-ID
0450,,SG9,C,D,99,1,3,"Anzahl in der NNA abzurechenden Positionen der
Gruppenartikel-ID / Artikel-ID"
0460,00173,QTY,M,M,1,1,3,"Anzahl in der NNA abzurechenden Positionen der
Gruppenartikel-ID / Artikel-ID"
0450,,SG9,C,R,99,1,3,Gemeinderabatt
0460,00174,QTY,M,M,1,1,3,Gemeinderabatt
0450,,SG9,C,R,99,1,3,Zuschlag oder Abschlag
0460,00175,QTY,M,M,1,1,3,Zuschlag oder Abschlag
0450,,SG9,C,D,99,1,3,Daten der Singulär genutzten Betriebsmittel
0460,00176,QTY,M,M,1,1,3,Menge der Singulär genutzten Betriebsmittel
0500,,SG10,C,D,99,1,3,Preisangabe für Singulär genutzte Betriebsmittel
0510,00177,CCI,M,M,1,1,3,Preisangabe für Singulär genutzte Betriebsmittel
0500,,SG10,C,D,99,1,3,Zugeordnete Zählzeitdefinition
0510,00178,CCI,M,M,1,1,3,Zugeordnete Zählzeitdefinition
0500,,SG10,C,D,99,99,3,Zugeordnetes Zählzeitregister 
0510,00179,CCI,M,M,1,1,3,Zugeordnetes Zählzeitregister 
0500,,SG10,C,D,99,1,3,Zugeordnete Marktpartner
0510,00180,CCI,M,M,1,1,3,Zugeordnete Marktpartner
0520,00181,CAV,C,R,99,1,4,Netzbetreiber
0410,,SG8,C,D,99999,99999,2,"Messstellenbetriebsabrechnungsdaten der
Marktlokation"
0420,00182,SEQ,M,M,1,1,2,Messstellenbetriebsabrechnungsdaten der Marktlokation
0440,00183,PIA,C,R,9,1,3,Gruppenartikel-ID / Artikel-ID
0450,,SG9,C,D,99,1,3,"Anzahl in der Messstellenbetriebsabrechnung
abzurechenden Positionen der Gruppenartikel-ID /
Artikel-ID"
0460,00184,QTY,M,M,1,1,3,"Anzahl in der Messstellenbetriebsabrechnung
abzurechenden Positionen der Gruppenartikel-ID /
Artikel-ID"
0450,,SG9,C,D,99,1,3,Abschlag
0460,00185,QTY,M,M,1,1,3,Abschlag
0410,,SG8,C,D,99999,99999,2,Erforderliches Messprodukt der Marktlokation
0420,00186,SEQ,M,M,1,1,2,Erforderliches Messprodukt der Marktlokation
0430,00187,RFF,C,R,9,1,3,Referenz auf die ID der Marktlokation
0440,00188,PIA,C,R,9,1,3,Erforderliches Messprodukt der Marktlokation
0500,,SG10,C,D,99,1,3,Zugeordnete Zählzeitdefinition
0510,00189,CCI,M,M,1,1,3,Zugeordnete Zählzeitdefinition
0500,,SG10,C,R,99,1,3,Messprodukt für Netzbetreiber relevant
0510,00190,CCI,M,M,1,1,3,Messprodukt für Netzbetreiber relevant
0520,00191,CAV,C,R,99,2,4,Verwendungszweck des Wertes
0500,,SG10,C,R,99,1,3,Messprodukt für Lieferant relevant
0510,00192,CCI,M,M,1,1,3,Messprodukt für Lieferant relevant
0520,00193,CAV,C,R,99,3,4,Verwendungszweck des Wertes
0500,,SG10,C,D,99,1,3,Messprodukt für Übertragungsnetzbetreiber relevant
0510,00194,CCI,M,M,1,1,3,Messprodukt für Übertragungsnetzbetreiber relevant
0520,00195,CAV,C,R,99,2,4,Verwendungszweck des Wertes
0410,,SG8,C,D,99999,99999,2,OBIS-Daten der Marktlokation
0420,00196,SEQ,M,M,1,1,2,OBIS-Daten der Marktlokation
0430,00197,RFF,C,D,9,1,3,Referenz auf die ID der Marktlokation
0440,00198,PIA,C,R,9,1,3,OBIS-Kennzahl der Marktlokation
0500,,SG10,C,D,99,1,3,Wertegranularität
0510,00199,CCI,M,M,1,1,3,Wertegranularität
0520,00200,CAV,C,R,99,1,4,Wertegranularität
0500,,SG10,C,D,99,1,3,Zugeordnete Zählzeitdefinition
0510,00201,CCI,M,M,1,1,3,Zugeordnete Zählzeitdefinition
0500,,SG10,C,D,99,1,3,Zugeordnetes Zählzeitregister 
0510,00202,CCI,M,M,1,1,3,Zugeordnetes Zählzeitregister 
0500,,SG10,C,D,99,1,3,OBIS Daten für Netzbetreiber relevant
0510,00203,CCI,M,M,1,1,3,OBIS Daten für Netzbetreiber relevant
0520,00204,CAV,C,R,99,2,4,Verwendungszweck der Werte
0500,,SG10,C,D,99,1,3,OBIS Daten für Lieferant relevant
0510,00205,CCI,M,M,1,1,3,OBIS Daten für Lieferant relevant
0520,00206,CAV,C,R,99,3,4,Verwendungszweck der Werte
0500,,SG10,C,D,99,1,3,OBIS Daten für Übertragungsnetzbetreiber relevant
0510,00207,CCI,M,M,1,1,3,OBIS Daten für Übertragungsnetzbetreiber relevant
0520,00208,CAV,C,R,99,2,4,Verwendungszweck der Werte
0410,,SG8,C,D,99999,99999,2,Produkt-Daten der Marktlokation
0420,00209,SEQ,M,M,1,1,2,Produkt-Daten der Marktlokation
0430,00210,RFF,C,R,9,1,3,Referenz auf die ID der Marktlokation
0440,00211,PIA,C,D,9,1,3,Produkt-Daten der Marktlokation
0500,,SG10,C,D,99,1,3,Details zum Produkt der Marktlokation
0510,00212,CCI,M,M,1,1,3,Details zum Produkt der Marktlokation
0500,,SG10,C,R,99,1,3,Zugeordnete Definition
0510,00213,CCI,M,M,1,1,3,Zugeordnete Definition
0500,,SG10,C,R,99,2,3,Produkt-Daten für Marktrolle relevant
0510,00214,CCI,M,M,1,1,3,Produkt-Daten für Marktrolle relevant
0410,,SG8,C,D,99999,99999,2,"Verbrauchsart und Nutzung der OBIS-Kennzahl der
Marktlokation"
0420,00215,SEQ,M,M,1,1,2,"Verbrauchsart und Nutzung der OBIS-Kennzahl der
Marktlokation"
0430,00216,RFF,C,R,9,9,3,Referenz auf die OBIS-Kennzahl der Marktlokation
0500,,SG10,C,R,99,1,3,Verbrauchsart und Nutzung der OBIS-Kennzahl
0510,00217,CCI,M,M,1,1,3,"Verbrauchsart und Nutzung an der OBIS-Kennzahl der
Marktlokation"
0520,00218,CAV,C,R,99,5,4,Verbrauchsart
0520,00219,CAV,C,R,99,1,4,Unterbrechbarkeit
0520,00220,CAV,C,D,99,1,4,Wärme-/Kältenutzung
0520,00221,CAV,C,D,99,1,4,Art der E-Mobilität
0410,,SG8,C,D,99999,99999,2,OBIS-Daten der Marktlokation der beteiligten Marktrolle
0420,00222,SEQ,M,M,1,1,2,OBIS-Daten der Marktlokation der beteiligten Marktrolle
0440,00223,PIA,C,R,9,1,3,OBIS-Kennzahl der Marktlokation
0410,,SG8,C,D,99999,1,2,Produkt-Daten der Marktlokation des NB
0420,00224,SEQ,M,M,1,1,2,Produkt-Daten der Marktlokation des NB
0440,00225,PIA,C,D,9,1,3,Produktidentifikation der Marktlokation
0410,,SG8,C,D,99999,99999,2,Daten der Tranche
0420,00226,SEQ,M,M,1,1,2,Daten der Tranche
0430,00227,RFF,C,D,9,1,3,Referenz auf die ID der Tranche
0430,00228,RFF,C,D,9,1,3,Referenz auf die Marktlokation der Tranche 
0450,,SG9,C,D,99,1,3,Tatsächlich bilanzierte Energiemenge
0460,00229,QTY,M,M,1,1,3,Tatsächlich bilanzierte Energiemenge
0450,,SG9,C,D,99,1,3,Tranchengröße
0460,00230,QTY,M,M,1,1,3,"Prozentualer Anteil der Tranche an der erzeugenden
Marktlokation"
0500,,SG10,C,D,99,1,3,Zugeordnete Marktpartner
0510,00231,CCI,M,M,1,1,3,Zugeordnete Marktpartner
0520,00232,CAV,C,R,99,1,4,Lieferant
0500,,SG10,C,D,99,1,3,Bilanzkreis
0510,00233,CCI,M,M,1,1,3,Bilanzkreis
0500,,SG10,C,D,99,1,3,Empfänger der Vergütung zur Einspeisung
0510,00234,CCI,M,M,1,1,3,Empfänger der Vergütung zur Einspeisung
0520,00235,CAV,C,R,99,1,4,Empfänger der Vergütung zur Einspeisung
0500,,SG10,C,D,99,1,3,Basis zur Bildung der Tranchengröße
0510,00236,CCI,M,M,1,1,3,Basis zur Bildung der Tranchengröße
0410,,SG8,C,D,99999,99999,2,Daten der Tranche der beteiligten Marktrolle
0420,00237,SEQ,M,M,1,1,2,Daten der Tranche der beteiligten Marktrolle
0500,,SG10,C,R,99,1,3,Bilanzkreis
0510,00238,CCI,M,M,1,1,3,Bilanzkreis
0410,,SG8,C,D,99999,99999,2,Erforderliches Messprodukt der Tranche
0420,00239,SEQ,M,M,1,1,2,Erforderliches Messprodukt der Tranche
0430,00240,RFF,C,R,9,1,3,Referenz auf die ID der Tranche
0440,00241,PIA,C,R,9,1,3,Erforderliches Messprodukt der Tranche
0500,,SG10,C,R,99,1,3,Messprodukt für Netzbetreiber relevant
0510,00242,CCI,M,M,1,1,3,Werte für Netzbetreiber relevant
0520,00243,CAV,C,R,99,2,4,Verwendungszweck der Werte
0500,,SG10,C,R,99,1,3,Messprodukt für Lieferant relevant
0510,00244,CCI,M,M,1,1,3,Werte für Lieferant relevant
0520,00245,CAV,C,R,99,2,4,Verwendungszweck der Werte
0500,,SG10,C,R,99,1,3,Messprodukt für Übertragungsnetzbetreiber relevant
0510,00246,CCI,M,M,1,1,3,Werte für Übertragungsnetzbetreiber relevant
0520,00247,CAV,C,R,99,2,4,Verwendungszweck der Werte
0410,,SG8,C,D,99999,99999,2,OBIS-Daten der Tranche
0420,00248,SEQ,M,M,1,1,2,OBIS-Daten der Tranche
0430,00249,RFF,C,D,9,1,3,Referenz auf die ID einer Tranche
