zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
1290,00072,CCI,M,M,1,1,2,Messprodukt für Lieferant relevant
1300,00073,CAV,C,R,10,4,3,Verwendungszweck der Werte
1280,,SG30,C,D,999,1,2,Messprodukt für Übertragungsnetzbetreiber relevant
1290,00074,CCI,M,M,1,1,2,Messprodukt für Übertragungsnetzbetreiber relevant
1300,00075,CAV,C,R,10,4,3,Verwendungszweck der Werte
1450,,SG34,C,D,9999,1,2,Referenz auf ID der Tranche
1460,00076,RFF,M,M,1,1,2,Referenz auf ID der Tranche
1100,,SG29,C,D,200000,200000,1,Erforderliches Messprodukt der Messlokation
1110,00077,LIN,M,M,1,1,1,Erforderliches Messprodukt der Messlokation
1120,00078,PIA,C,R,25,1,2,Erforderliches Messprodukt der Messlokation
1280,,SG30,C,D,999,1,2,Weitere Beschreibung erforderliches Messprodukt
1290,00079,CCI,M,M,1,1,2,Weitere Beschreibung erforderliches Messprodukt
1300,00080,CAV,C,R,10,1,3,Notwendigkeit einer zweiten Messung
1300,00081,CAV,C,R,10,1,3,"Werteübermittlung an den NB aufgrund weiterem
Verwendungszweck"
1280,,SG30,C,D,999,1,2,Zugeordnete Zählzeit
1290,00082,CCI,M,M,1,1,2,Zugeordnete Zählzeit
1450,,SG34,C,D,9999,1,2,Referenz auf ID der Messlokation
1460,00083,RFF,M,M,1,1,2,Referenz auf ID der Messlokation
2490,00084,UNS,M,M,1,1,0,Abschnitts-Kontrollsegment
2500,00085,MOA,C,D,99,1,1,Summenbetrag (netto)
2560,00086,UNT,M,M,1,1,0,Nachrichten-Endesegment
