zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
0410,,SG8,C,D,99999,99999,2,Referenz auf die Lokationsbündelstruktur
0420,00074,SEQ,M,M,1,1,2,Referenz auf die Lokationsbündelstruktur
0430,00075,RFF,C,R,9,1,3,Referenz auf die Lokationsbündelstruktur
0410,,SG8,C,D,99999,99999,2,"Zuordnung Lokation zum Objektcode des
Lokationsbündels"
0420,00076,SEQ,M,M,1,1,2,"Zuordnung Lokation zum Objektcode des
Lokationsbündels"
0430,00077,RFF,C,R,9,1,3,"Referenz auf die ID der Netzlokation / Marktlokation /
Messlokation / Technischen Ressource"
0430,00078,RFF,C,R,9,1,3,"Referenz auf den Objektcode in der
Lokationsbündelstruktur"
0430,00079,RFF,C,D,9,9,3,"Referenz auf die ID der vorgelagerten Netzlokation /
Messlokation "
0430,00080,RFF,C,D,9,2,3,"Referenz auf die der Technischen Ressource
zugeordneten Marktlokation "
0410,,SG8,C,D,99999,99999,2,Bestandteil eines Produktpakets
0420,00081,SEQ,M,M,1,1,2,Bestandteil eines Produktpakets
0440,00082,PIA,C,R,9,1,3,Erforderliches Produkt
0500,,SG10,C,R,99,1,3,Produkteigenschaft 
0510,00083,CCI,M,R,1,1,3,Produkteigenschaft
0520,00084,CAV,C,D,99,1,4,Code der Produkteigenschaft
0520,00085,CAV,C,D,99,1,4,Wertedetails zum Produkt
0410,,SG8,C,D,99999,5,2,Priorisierung erforderliches Produktpaket
0420,00086,SEQ,M,M,1,1,2,Priorisierung erforderliches Produktpaket
0500,,SG10,C,R,99,1,3,Priorisierung erforderliches Produktpaket
0510,00087,CCI,M,R,1,1,3,Umsetzungsgradvorgabe des Produktpakets
0520,00088,CAV,C,D,99,1,4,Priorisierung erforderliches Produktpaket
0410,,SG8,C,D,99999,99999,2,Daten der Netzlokation
0420,00089,SEQ,M,M,1,1,2,Daten der Netzlokation
0430,00090,RFF,C,D,9,1,3,Referenz auf die ID der Netzlokation
0500,,SG10,C,D,99,1,3,Steuerkanal
0510,00091,CCI,M,M,1,1,3,Steuerkanal
0500,,SG10,C,D,99,1,3,Zugeordnete Marktpartner
0510,00092,CCI,M,M,1,1,3,Zugeordnete Marktpartner
0520,00093,CAV,C,R,99,1,4,Messstellenbetreiber
0410,,SG8,C,D,99999,99999,2,Abrechnungsdaten der Netzlokation
0420,00094,SEQ,M,M,1,1,2,Abrechnungsdaten der Netzlokation
0440,00095,PIA,C,D,9,1,3,Artikel-ID
0500,,SG10,C,D,99,1,3,Abrechnung Blindarbeit
0510,00096,CCI,M,M,1,1,3,Abrechnung Blindarbeit
0520,00097,CAV,C,D,99,1,4,Zahler der Blindarbeit
0500,,SG10,C,D,99,1,3,Zahlung der Blindarbeit durch Lieferanten
0510,00098,CCI,M,M,1,1,3,Zahlung der Blindarbeit durch Lieferanten
0410,,SG8,C,D,99999,99999,2,OBIS-Daten der Netzlokation
0420,00099,SEQ,M,M,1,1,2,OBIS-Daten der Netzlokation
0430,00100,RFF,C,D,9,1,3,Referenz auf die ID der Netzlokation
0440,00101,PIA,C,R,9,1,3,OBIS-Kennzahl der Netzlokation
0500,,SG10,C,D,99,1,3,Produkt-Daten für Netzbetreiber relevant
0510,00102,CCI,M,M,1,1,3,Produkt-Daten für Netzbetreiber relevant
0520,00103,CAV,C,R,99,1,4,Verwendungszweck der Werte
0500,,SG10,C,D,99,1,3,Produkt-Daten für Lieferant relevant
0510,00104,CCI,M,M,1,1,3,Produkt-Daten für Lieferant relevant
0520,00105,CAV,C,R,99,2,4,Verwendungszweck der Werte
0410,,SG8,C,D,99999,99999,2,Produkt-Daten der Netzlokation
0420,00106,SEQ,M,M,1,1,2,Produkt-Daten der Netzlokation
0430,00107,RFF,C,D,9,1,3,Referenz auf die ID der Netzlokation
0440,00108,PIA,C,D,9,1,3,Produkt-Daten der Netzlokation
0500,,SG10,C,D,99,1,3,Details zum Produkt der Netzlokation
0510,00109,CCI,M,M,1,1,3,Details zum Produkt der Netzlokation
0500,,SG10,C,D,99,1,3,Zugeordnete Leistungskurvendefinition
0510,00110,CCI,M,M,1,1,3,Zugeordnete Leistungskurvendefinition
0500,,SG10,C,D,99,1,3,Auftraggebender Marktpartner
0510,00111,CCI,M,M,1,1,3,Auftraggebender Marktpartner
0520,00112,CAV,C,D,99,1,4,Auftraggebender Marktpartner
0500,,SG10,C,D,99,2,3,Produkt-Daten für Marktrolle relevant
0510,00113,CCI,M,M,1,1,3,Produkt-Daten für Marktrolle relevant
0410,,SG8,C,D,99999,99999,2,Daten der Marktlokation
0420,00114,SEQ,M,M,1,1,2,Daten der Marktlokation
0430,00115,RFF,C,D,9,1,3,Referenz auf die ID der Marktlokation
0450,,SG9,C,D,99,1,3,"Arbeit / Leistung für tagesparameterabhängige
Marktlokation"
0460,00116,QTY,M,M,1,1,3,"Arbeit / Leistung für tagesparameterabhängige
Marktlokation"
0450,,SG9,C,D,99,1,3,Veranschlagte Jahresmenge gesamt
0460,00117,QTY,M,M,1,1,3,Veranschlagte Jahresmenge gesamt
0450,,SG9,C,D,99,1,3,Tatsächlich bilanzierte Energiemenge
0460,00118,QTY,M,M,1,1,3,Tatsächlich bilanzierte Energiemenge
0450,,SG9,C,D,99,1,3,Tatsächlich bilanzierte Ausfallarbeit
0460,00119,QTY,M,M,1,1,3,Tatsächlich bilanzierte Ausfallarbeit
0450,,SG9,C,D,99,1,3,Vorjahresverbrauch vom Lieferant
0460,00120,QTY,M,M,1,1,3,Vorjahresverbrauch vom Lieferant
0500,,SG10,C,D,99,1,3,Lieferrichtung
0510,00121,CCI,M,M,1,1,3,Lieferrichtung
0500,,SG10,C,D,99,1,3,Zugeordnete Marktpartner
0510,00122,CCI,M,M,1,1,3,Zugeordnete Marktpartner
0520,00123,CAV,C,D,99,1,4,Lieferant
0520,00124,CAV,C,D,99,1,4,Übertragungsnetzbetreiber
0520,00125,CAV,C,D,99,1,4,Messstellenbetreiber
0500,,SG10,C,D,99,1,3,Regelzone
0510,00126,CCI,M,M,1,1,3,Regelzone
0500,,SG10,C,D,99,1,3,Bilanzkreis
0510,00127,CCI,M,M,1,1,3,Bilanzkreis
0500,,SG10,C,D,99,1,3,Bilanzierungsgebiet
0510,00128,CCI,M,M,1,1,3,Bilanzierungsgebiet
0500,,SG10,C,D,99,1,3,"Verbrauchsaufteilung für temperaturabhängige
Marktlokation"
0510,00129,CCI,M,M,1,1,3,"Verbrauchsaufteilung für temperaturabhängige
Marktlokation"
0520,00130,CAV,C,R,99,1,4,"Verbrauchsaufteilung für temperaturabhängige
Marktlokation"
0500,,SG10,C,D,99,2,3,Zeitreihentyp
0510,00131,CCI,M,M,1,1,3,Zeitreihentyp
0520,00132,CAV,C,R,99,1,4,Zeitreihentyp
0500,,SG10,C,D,99,1,3,Spannungsebene der Marktlokation
0510,00133,CCI,M,M,1,1,3,Spannungsebene der Marktlokation
0520,00134,CAV,C,R,99,1,4,Spannungsebene der Marktlokation
0520,00135,CAV,C,D,99,1,4,Umspannung der Marktlokation
0500,,SG10,C,D,99,1,3,Messtechnische Einordnung der Marktlokation
0510,00136,CCI,M,M,1,1,3,Messtechnische Einordnung der Marktlokation
0520,00137,CAV,C,R,99,1,4,Messtechnische Einordnung der Marktlokation
0500,,SG10,C,D,99,1,3,Aggregationsverantwortung in MaBiS
0510,00138,CCI,M,M,1,1,3,Aggregationsverantwortung in MaBiS
0500,,SG10,C,D,99,1,3,"Bereits ausgetauschte Aggregationsverantwortung in
MaBiS"
0510,00139,CCI,M,M,1,1,3,"Bereits ausgetauschte Aggregationsverantwortung in
MaBiS"
0500,,SG10,C,D,99,1,3,Prognosegrundlage der Marktlokation
0510,00140,CCI,M,M,1,1,3,Prognosegrundlage der Marktlokation
0520,00141,CAV,C,D,99,2,4,Details der Prognosegrundlage
0500,,SG10,C,D,99,1,3,Art der erzeugenden Marktlokation
0510,00142,CCI,M,M,1,1,3,Art der erzeugenden Marktlokation
0520,00143,CAV,C,R,99,1,4,Art der erzeugenden Marktlokation 
0500,,SG10,C,D,99,1,3,Gruppenzuordnung (nach EnWG) 
0510,00144,CCI,M,M,1,1,3,Gruppenzuordnung (nach EnWG) 
0500,,SG10,C,D,99,1,3,Netznutzung
0510,00145,CCI,M,M,1,1,3,Netznutzung
0520,00146,CAV,C,R,99,1,4,Netznutzungsvertrag
0520,00147,CAV,C,D,99,1,4,Zahlung der Netznutzung
0520,00148,CAV,C,D,99,1,4,Grundlage der Lieferscheinprüfung
0500,,SG10,C,D,99,1,3,Empfänger der Vergütung zur Einspeisung
0510,00149,CCI,M,M,1,1,3,Empfänger der Vergütung zur Einspeisung
0520,00150,CAV,C,R,99,1,4,Empfänger der Vergütung zur Einspeisung
0500,,SG10,C,D,99,1,3,Veräußerungsform der erzeugenden Marktlokation
0510,00151,CCI,M,M,1,1,3,Veräußerungsungsform der erzeugenden Marktlokation
0500,,SG10,C,D,99,1,3,Land der Förderung
0510,00152,CCI,M,M,1,1,3,Land der Förderung
0500,,SG10,C,D,99,1,3,Status der Fernsteuerbarkeit
0510,00153,CCI,M,M,1,1,3,Status der Fernsteuerbarkeit
0500,,SG10,C,D,99,1,3,Versorgungsart der Marktlokation
0510,00154,CCI,M,M,1,1,3,Versorgungsart der Marktlokation
0500,,SG10,C,D,99,1,3,Betriebszustand der Marktlokation
0510,00155,CCI,M,M,1,1,3,Betriebszustand der Marktlokation
0500,,SG10,C,D,99,1,3,Abwicklungsmodell
0510,00156,CCI,M,M,1,1,3,Abwicklungsmodell
0500,,SG10,C,D,99,1,3,Paket-ID
0510,00157,CCI,M,M,1,1,3,Paket-ID
0410,,SG8,C,D,99999,1,2,Daten der Marktlokation der beteiligten Marktrolle
0420,00158,SEQ,M,M,1,1,2,Daten der Marktlokation der beteiligten Marktrolle
0430,00159,RFF,C,R,9,1,3,Referenz auf die ID der Marktlokation
0450,,SG9,C,D,99,1,3,Veranschlagte Jahresmenge gesamt
0460,00160,QTY,M,M,1,1,3,Veranschlagte Jahresmenge gesamt
0450,,SG9,C,D,99,1,3,Tatsächlich bilanzierte Energiemenge
0460,00161,QTY,M,M,1,1,3,Tatsächlich bilanzierte Energiemenge
0500,,SG10,C,D,99,1,3,Regelzone
0510,00162,CCI,M,M,1,1,3,Regelzone
0500,,SG10,C,D,99,1,3,Bilanzkreis
0510,00163,CCI,M,M,1,1,3,Bilanzkreis
0500,,SG10,C,D,99,1,3,Bilanzierungsgebiet
0510,00164,CCI,M,M,1,1,3,Bilanzierungsgebiet
0500,,SG10,C,D,99,2,3,Zeitreihentyp
0510,00165,CCI,M,M,1,1,3,Zeitreihentyp
0520,00166,CAV,C,R,99,1,4,Zeitreihentyp
0500,,SG10,C,D,99,1,3,Aggregationsverantwortung in MaBiS
0510,00167,CCI,M,M,1,1,3,Aggregationsverantwortung in MaBiS
0500,,SG10,C,D,99,1,3,Prognosegrundlage der Marktlokation
0510,00168,CCI,M,M,1,1,3,Prognosegrundlage der Marktlokation
0520,00169,CAV,C,D,99,2,4,Details der Prognosegrundlage
0410,,SG8,C,D,99999,99999,2,Netznutzungsabrechnungsdaten der Marktlokation
0420,00170,SEQ,M,M,1,1,2,Netznutzungsabrechnungsdaten der Marktlokation
0440,00171,PIA,C,D,9,1,3,Gruppenartikel-ID / Artikel-ID
0450,,SG9,C,D,99,1,3,"Anzahl in der NNA abzurechenden Positionen der
Gruppenartikel-ID / Artikel-ID"
0460,00172,QTY,M,M,1,1,3,"Anzahl in der NNA abzurechenden Positionen der
Gruppenartikel-ID / Artikel-ID"
0450,,SG9,C,R,99,1,3,Gemeinderabatt
0460,00173,QTY,M,M,1,1,3,Gemeinderabatt
0450,,SG9,C,R,99,1,3,Zuschlag oder Abschlag
0460,00174,QTY,M,M,1,1,3,Zuschlag oder Abschlag
0450,,SG9,C,D,99,1,3,Daten der Singulär genutzten Betriebsmittel
0460,00175,QTY,M,M,1,1,3,Menge der Singulär genutzten Betriebsmittel
0500,,SG10,C,D,99,1,3,Preisangabe für Singulär genutzte Betriebsmittel
0510,00176,CCI,M,M,1,1,3,Preisangabe für Singulär genutzte Betriebsmittel
0500,,SG10,C,D,99,1,3,Zugeordnete Zählzeitdefinition
0510,00177,CCI,M,M,1,1,3,Zugeordnete Zählzeitdefinition
0500,,SG10,C,D,99,99,3,Zugeordnetes Zählzeitregister 
0510,00178,CCI,M,M,1,1,3,Zugeordnetes Zählzeitregister 
0500,,SG10,C,D,99,1,3,Zugeordnete Marktpartner
0510,00179,CCI,M,M,1,1,3,Zugeordnete Marktpartner
0520,00180,CAV,C,R,99,1,4,Netzbetreiber
0410,,SG8,C,D,99999,99999,2,"Messstellenbetriebsabrechnungsdaten der
Marktlokation"
0420,00181,SEQ,M,M,1,1,2,Messstellenbetriebsabrechnungsdaten der Marktlokation
0440,00182,PIA,C,R,9,1,3,Gruppenartikel-ID / Artikel-ID
0450,,SG9,C,D,99,1,3,"Anzahl in der Messstellenbetriebsabrechnung
abzurechenden Positionen der Gruppenartikel-ID /
Artikel-ID"
0460,00183,QTY,M,M,1,1,3,"Anzahl in der Messstellenbetriebsabrechnung
abzurechenden Positionen der Gruppenartikel-ID /
Artikel-ID"
0450,,SG9,C,D,99,1,3,Abschlag
0460,00184,QTY,M,M,1,1,3,Abschlag
0410,,SG8,C,D,99999,99999,2,Erforderliches Messprodukt der Marktlokation
0420,00185,SEQ,M,M,1,1,2,Erforderliches Messprodukt der Marktlokation
0430,00186,RFF,C,R,9,1,3,Referenz auf die ID der Marktlokation
0440,00187,PIA,C,R,9,1,3,Erforderliches Messprodukt der Marktlokation
0500,,SG10,C,D,99,1,3,Zugeordnete Zählzeitdefinition
0510,00188,CCI,M,M,1,1,3,Zugeordnete Zählzeitdefinition
0500,,SG10,C,D,99,1,3,Messprodukt für Netzbetreiber relevant
0510,00189,CCI,M,M,1,1,3,Messprodukt für Netzbetreiber relevant
0520,00190,CAV,C,R,99,2,4,Verwendungszweck des Wertes
0500,,SG10,C,D,99,1,3,Messprodukt für Lieferant relevant
0510,00191,CCI,M,M,1,1,3,Messprodukt für Lieferant relevant
0520,00192,CAV,C,R,99,3,4,Verwendungszweck des Wertes
0500,,SG10,C,D,99,1,3,Messprodukt für Übertragungsnetzbetreiber relevant
0510,00193,CCI,M,M,1,1,3,Messprodukt für Übertragungsnetzbetreiber relevant
0520,00194,CAV,C,R,99,2,4,Verwendungszweck des Wertes
0410,,SG8,C,D,99999,99999,2,OBIS-Daten der Marktlokation
0420,00195,SEQ,M,M,1,1,2,OBIS-Daten der Marktlokation
0430,00196,RFF,C,D,9,1,3,Referenz auf die ID der Marktlokation
0440,00197,PIA,C,R,9,1,3,OBIS-Kennzahl der Marktlokation
0500,,SG10,C,D,99,1,3,Wertegranularität
0510,00198,CCI,M,M,1,1,3,Wertegranularität
0520,00199,CAV,C,R,99,1,4,Wertegranularität
0500,,SG10,C,D,99,1,3,Zugeordnete Zählzeitdefinition
0510,00200,CCI,M,M,1,1,3,Zugeordnete Zählzeitdefinition
0500,,SG10,C,D,99,1,3,Zugeordnetes Zählzeitregister 
0510,00201,CCI,M,M,1,1,3,Zugeordnetes Zählzeitregister 
0500,,SG10,C,D,99,1,3,OBIS Daten für Netzbetreiber relevant
0510,00202,CCI,M,M,1,1,3,OBIS Daten für Netzbetreiber relevant
0520,00203,CAV,C,R,99,2,4,Verwendungszweck der Werte
0500,,SG10,C,D,99,1,3,OBIS Daten für Lieferant relevant
0510,00204,CCI,M,M,1,1,3,OBIS Daten für Lieferant relevant
0520,00205,CAV,C,R,99,3,4,Verwendungszweck der Werte
0500,,SG10,C,D,99,1,3,OBIS Daten für Übertragungsnetzbetreiber relevant
0510,00206,CCI,M,M,1,1,3,OBIS Daten für Übertragungsnetzbetreiber relevant
0520,00207,CAV,C,R,99,2,4,Verwendungszweck der Werte
0410,,SG8,C,D,99999,99999,2,Produkt-Daten der Marktlokation
0420,00208,SEQ,M,M,1,1,2,Produkt-Daten der Marktlokation
0430,00209,RFF,C,D,9,1,3,Referenz auf die ID der Marktlokation
0440,00210,PIA,C,D,9,1,3,Produkt-Daten der Marktlokation
0500,,SG10,C,D,99,1,3,Details zum Produkt der Marktlokation
0510,00211,CCI,M,M,1,1,3,Details zum Produkt der Marktlokation
0500,,SG10,C,R,99,1,3,Zugeordnete Definition
0510,00212,CCI,M,M,1,1,3,Zugeordnete Definition
0500,,SG10,C,D,99,2,3,Produkt-Daten für Marktrolle relevant
0510,00213,CCI,M,M,1,1,3,Produkt-Daten für Marktrolle relevant
0410,,SG8,C,D,99999,99999,2,"Verbrauchsart und Nutzung der OBIS-Kennzahl der
Marktlokation"
0420,00214,SEQ,M,M,1,1,2,"Verbrauchsart und Nutzung der OBIS-Kennzahl der
Marktlokation"
0430,00215,RFF,C,R,9,9,3,Referenz auf die OBIS-Kennzahl der Marktlokation
0500,,SG10,C,R,99,1,3,Verbrauchsart und Nutzung der OBIS-Kennzahl
0510,00216,CCI,M,M,1,1,3,"Verbrauchsart und Nutzung an der OBIS-Kennzahl der
Marktlokation"
0520,00217,CAV,C,R,99,5,4,Verbrauchsart
0520,00218,CAV,C,R,99,1,4,Unterbrechbarkeit
0520,00219,CAV,C,D,99,1,4,Wärme-/Kältenutzung
0520,00220,CAV,C,D,99,1,4,Art der E-Mobilität
0410,,SG8,C,D,99999,99999,2,OBIS-Daten der Marktlokation der beteiligten Marktrolle
0420,00221,SEQ,M,M,1,1,2,OBIS-Daten der Marktlokation der beteiligten Marktrolle
0440,00222,PIA,C,R,9,1,3,OBIS-Kennzahl der Marktlokation
0410,,SG8,C,D,99999,99999,2,Produkt-Daten der Marktlokation des NB
0420,00223,SEQ,M,M,1,1,2,Produkt-Daten der Marktlokation des NB
0440,00224,PIA,C,D,9,1,3,Produktidentifikation der Marktlokation
0410,,SG8,C,D,99999,99999,2,Daten der Tranche
0420,00225,SEQ,M,M,1,1,2,Daten der Tranche
0430,00226,RFF,C,D,9,1,3,Referenz auf die ID der Tranche
0430,00227,RFF,C,D,9,1,3,Referenz auf die Marktlokation der Tranche 
0450,,SG9,C,D,99,1,3,Tatsächlich bilanzierte Energiemenge
0460,00228,QTY,M,M,1,1,3,Tatsächlich bilanzierte Energiemenge
0450,,SG9,C,D,99,1,3,Tranchengröße
0460,00229,QTY,M,M,1,1,3,"Prozentualer Anteil der Tranche an der erzeugenden
Marktlokation"
0500,,SG10,C,D,99,1,3,Zugeordnete Marktpartner
0510,00230,CCI,M,M,1,1,3,Zugeordnete Marktpartner
0520,00231,CAV,C,R,99,1,4,Lieferant
0500,,SG10,C,D,99,1,3,Bilanzkreis
0510,00232,CCI,M,M,1,1,3,Bilanzkreis
0500,,SG10,C,D,99,1,3,Empfänger der Vergütung zur Einspeisung
0510,00233,CCI,M,M,1,1,3,Empfänger der Vergütung zur Einspeisung
0520,00234,CAV,C,R,99,1,4,Empfänger der Vergütung zur Einspeisung
0500,,SG10,C,D,99,1,3,Basis zur Bildung der Tranchengröße
0510,00235,CCI,M,M,1,1,3,Basis zur Bildung der Tranchengröße
0410,,SG8,C,D,99999,99999,2,Daten der Tranche der beteiligten Marktrolle
0420,00236,SEQ,M,M,1,1,2,Daten der Tranche der beteiligten Marktrolle
0500,,SG10,C,R,99,1,3,Bilanzkreis
0510,00237,CCI,M,M,1,1,3,Bilanzkreis
0410,,SG8,C,D,99999,99999,2,Erforderliches Messprodukt der Tranche
0420,00238,SEQ,M,M,1,1,2,Erforderliches Messprodukt der Tranche
0430,00239,RFF,C,R,9,1,3,Referenz auf die ID der Tranche
0440,00240,PIA,C,R,9,1,3,Erforderliches Messprodukt der Tranche
0500,,SG10,C,D,99,1,3,Messprodukt für Netzbetreiber relevant
0510,00241,CCI,M,M,1,1,3,Werte für Netzbetreiber relevant
0520,00242,CAV,C,R,99,2,4,Verwendungszweck der Werte
0500,,SG10,C,D,99,1,3,Messprodukt für Lieferant relevant
0510,00243,CCI,M,M,1,1,3,Werte für Lieferant relevant
0520,00244,CAV,C,R,99,2,4,Verwendungszweck der Werte
0500,,SG10,C,R,99,1,3,Messprodukt für Übertragungsnetzbetreiber relevant
0510,00245,CCI,M,M,1,1,3,Werte für Übertragungsnetzbetreiber relevant
0520,00246,CAV,C,R,99,2,4,Verwendungszweck der Werte
0410,,SG8,C,D,99999,99999,2,OBIS-Daten der Tranche
0420,00247,SEQ,M,M,1,1,2,OBIS-Daten der Tranche
0430,00248,RFF,C,D,9,1,3,Referenz auf die ID einer Tranche
0440,00249,PIA,C,R,9,1,3,OBIS-Kennzahl der Tranche
0500,,SG10,C,D,99,1,3,OBIS Daten für Netzbetreiber relevant
