zaehler,nr,bezeichnung,standard_status,bdew_status,standard_maximale_wiederholungen,bdew_maximale_wiederholungen,ebene,inhalt
1280,,SG30,C,D,999,1,2,Geräteart
1290,00066,CCI,M,M,1,1,2,Geräteart
1450,,SG34,C,D,9999,1,2,Versionsangabe der Summenzeitreihe
1460,00067,RFF,M,M,1,1,2,Versionsangabe der Summenzeitreihe
1450,,SG34,C,D,9999,3,2,Gerätenummer
1460,00068,RFF,M,M,1,1,2,Gerätenummer
1450,,SG34,C,D,9999,1,2,Positionsnummer aus dem Angebot
1460,00069,RFF,M,M,1,1,2,Positionsnummer aus dem Angebot
1630,,SG38,C,D,9999,1,2,MaBiS-ZP
1640,00070,LOC,M,M,1,1,2,Meldepunkt
1630,,SG38,C,D,9999,1,2,Bilanzkreis für Strom
1640,00071,LOC,M,M,1,1,2,Bilanzkreis für Strom
1100,,SG29,C,D,200000,200000,1,Erforderliches Produkt der Marktlokation
1110,00072,LIN,M,M,1,1,1,Erforderliches Produkt der Marktlokation
1120,00073,PIA,C,R,25,1,2,Erforderliches Produkt der Marktlokation
1280,,SG30,C,D,999,1,2,Zugeordnete Zählzeitdefinition
1290,00074,CCI,M,M,1,1,2,Zugeordnete Zählzeitdefinition
1280,,SG30,C,D,999,1,2,Messprodukt für Netzbetreiber relevant
1290,00075,CCI,M,M,1,1,2,Messprodukt für Netzbetreiber relevant
1300,00076,CAV,C,R,10,4,3,Verwendungszweck der Werte
1280,,SG30,C,D,999,1,2,Messprodukt für Lieferant relevant
1290,00077,CCI,M,M,1,1,2,Messprodukt für Lieferant relevant
1300,00078,CAV,C,R,10,4,3,Verwendungszweck der Werte
1280,,SG30,C,D,999,1,2,Messprodukt für Übertragungsnetzbetreiber relevant
1290,00079,CCI,M,M,1,1,2,Messprodukt für Übertragungsnetzbetreiber relevant
1300,00080,CAV,C,R,10,4,3,Verwendungszweck der Werte
1100,,SG29,C,D,200000,200000,1,Erforderliches Produkt der Tranche
1110,00081,LIN,M,M,1,1,1,Erforderliches Produkt der Tranche
1120,00082,PIA,C,D,25,1,2,Erforderliches Produkt der Tranche
1130,00083,IMD,C,D,99,1,2,Leistungsbeschreibung Konfiguration
1150,00084,QTY,C,D,99,1,2,"Prozentualer Anteil der Tranche an der erzeugenden
Marktlokation"
1280,,SG30,C,D,999,1,2,Basis zur Bildung der Tranchengröße
1290,00085,CCI,M,M,1,1,2,Basis zur Bildung der Tranchengröße
1280,,SG30,C,D,999,1,2,Messprodukt für Netzbetreiber relevant
1290,00086,CCI,M,M,1,1,2,Messprodukt für Netzbetreiber relevant
1300,00087,CAV,C,R,10,4,3,Verwendungszweck der Werte
1280,,SG30,C,D,999,1,2,Messprodukt für Lieferant relevant
1290,00088,CCI,M,M,1,1,2,Messprodukt für Lieferant relevant
1300,00089,CAV,C,R,10,4,3,Verwendungszweck der Werte
1280,,SG30,C,D,999,1,2,Messprodukt für Übertragungsnetzbetreiber relevant
1290,00090,CCI,M,M,1,1,2,Messprodukt für Übertragungsnetzbetreiber relevant
1300,00091,CAV,C,R,10,4,3,Verwendungszweck der Werte
1450,,SG34,C,D,9999,1,2,Referenz auf ID der Tranche
1460,00092,RFF,M,M,1,1,2,Referenz auf ID der Tranche
1100,,SG29,C,D,200000,200000,1,Erforderliches Produkt der Messlokation
1110,00093,LIN,M,M,1,1,1,Erforderliches Produkt der Messlokation
1120,00094,PIA,C,R,25,1,2,Erforderliches Produkt der Messlokation
1280,,SG30,C,D,999,1,2,Weitere Beschreibung erforderliches Messprodukt
1290,00095,CCI,M,M,1,1,2,Weitere Beschreibung erforderliches Messprodukt
1300,00096,CAV,C,R,10,1,3,Notwendigkeit einer zweiten Messung
1300,00097,CAV,C,R,10,1,3,"Werteübermittlung an den NB aufgrund weiterem
Verwendungszweck"
1280,,SG30,C,D,999,1,2,Zugeordnete Zählzeitdefinition
1290,00098,CCI,M,M,1,1,2,Zugeordnete Zählzeitdefinition
1450,,SG34,C,D,9999,1,2,Referenz auf ID der Messlokation
1460,00099,RFF,M,M,1,1,2,Referenz auf ID der Messlokation
1100,,SG29,C,D,200000,200000,1,Erforderliches Produkt der Netzlokation
1110,00100,LIN,M,M,1,1,1,Erforderliches Produkt der Netzlokation
1120,00101,PIA,C,R,25,1,2,Erforderliches Produkt der Netzlokation
1280,,SG30,C,D,999,1,2,Messprodukt für Netzbetreiber relevant
1290,00102,CCI,M,M,1,1,2,Messprodukt für Netzbetreiber relevant
1300,00103,CAV,C,R,10,1,3,Verwendungszweck der Werte
1280,,SG30,C,D,999,1,2,Messprodukt für Lieferant relevant
1290,00104,CCI,M,M,1,1,2,Messprodukt für Lieferant relevant
1300,00105,CAV,C,R,10,1,3,Verwendungszweck der Werte
1100,,SG29,C,D,200000,200000,1,Erforderliches Produkt der Technischen Ressource
1110,00106,LIN,M,M,1,1,1,Erforderliches Produkt der Technischen Ressource
1120,00107,PIA,C,R,25,1,2,Erforderliches Produkt der Technischen Ressource
1100,,SG29,C,D,200000,1,1,Erforderliches Produkt Schaltzeitdefinitionen
1110,00108,LIN,M,M,1,1,1,Erforderliches Produkt Schaltzeitdefinitionen
1120,00109,PIA,C,R,25,1,2,Erforderliches Produkt Schaltzeitdefinitionen
1270,00110,FTX,C,D,99,1,2,Beschreibung der Reklamation der Konfiguration
1280,,SG30,C,R,999,1,2,Zugeordnete Schaltzeitdefinition
1290,00111,CCI,M,M,1,1,2,Zugeordnete Schaltzeitdefinition
1100,,SG29,C,D,200000,1,1,Erforderliches Produkt Leistungskurvendefinitionen
1110,00112,LIN,M,M,1,1,1,Erforderliches Produkt Leistungskurvendefinitionen
1120,00113,PIA,C,R,25,1,2,Erforderliches Produkt Leistungskurvendefinitionen
1270,00114,FTX,C,D,99,1,2,Beschreibung der Reklamation der Konfiguration
1280,,SG30,C,R,999,1,2,Zugeordnete Leistungskurvendefinition
1290,00115,CCI,M,M,1,1,2,Zugeordnete Leistungskurvendefinition
1100,,SG29,C,D,200000,1,1,Erforderliches Produkt Ad-hoc-Steuerkanal
1110,00116,LIN,M,M,1,1,1,Erforderliches Produkt Ad-hoc-Steuerkanal
1120,00117,PIA,C,R,25,1,2,Erforderliches Produkt Ad-hoc-Steuerkanal
1270,00118,FTX,C,R,99,1,2,Zieladresse URI
1270,00119,FTX,C,R,99,1,2,Zertifikatsaussteller (Issuer)
1270,00120,FTX,C,R,99,1,2,Zertifikatsnutzer (Subject)
1270,00121,FTX,C,D,99,1,2,Beschreibung der Reklamation der Konfiguration
1100,,SG29,C,D,200000,1,1,"Erforderliches Messprodukt für Werte nach Typ 2 aus
Backend"
1110,00122,LIN,M,M,1,1,1,"Erforderliches Messprodukt für Werte nach Typ 2 aus
Backend"
1120,00123,PIA,C,R,25,1,2,"Erforderliches Messprodukt für Werte nach Typ 2 aus
Backend"
1270,00124,FTX,C,D,99,1,2,Beschreibung der Reklamation der Konfiguration
1100,,SG29,C,D,200000,1,1,"Erforderliches Produkt Konfigurationserlaubnis für
Werte nach Typ 2 aus SMGW"
1110,00125,LIN,M,M,1,1,1,"Erforderliches Produkt Konfigurationserlaubnis für Werte
nach Typ 2 aus SMGW"
1120,00126,PIA,C,R,25,1,2,"Erforderliches Produkt Konfigurationserlaubnis für Werte
nach Typ 2 aus SMGW"
1270,00127,FTX,C,R,99,1,2,Zieladresse URI
1270,00128,FTX,C,R,99,1,2,Zertifikatsaussteller (Issuer)
1270,00129,FTX,C,R,99,1,2,Zertifikatsnutzer (Subject)
1270,00130,FTX,C,D,99,1,2,Beschreibung der Reklamation der Konfiguration
1280,,SG30,C,R,999,1,2,Änderungsmöglichkeit der Konfiguration im SMGW
1290,00131,CCI,M,M,1,1,2,Änderungsmöglichkeit der Konfiguration im SMGW
1280,,SG30,C,D,999,999,2,Schwellwerte
1290,00132,CCI,M,M,1,1,2,Schwellwerte
1100,,SG29,C,D,200000,1,1,Erforderliches Produkt Abrechnungsdaten
1110,00133,LIN,M,M,1,1,1,Erforderliches Produkt Abrechnungsdaten
1120,00134,PIA,C,R,25,1,2,Erforderliches Produkt Abrechnungsdaten
1270,00135,FTX,C,D,99,1,2,Link zur Abtretungserklärung / Vollmacht vom Kunden
1280,,SG30,C,R,999,1,2,Produkteigenschaft
1290,00136,CCI,M,M,1,1,2,Produkteigenschaft
1300,00137,CAV,C,D,10,1,3,Code der Produkteigenschaft
1300,00138,CAV,C,D,10,1,3,Wertedetails zum Produkt
2490,00139,UNS,M,M,1,1,0,Abschnitts-Kontrollsegment
2560,00140,UNT,M,M,1,1,0,Nachrichten-Endesegment
